zip,city,state,country,latitude,longitude
25120,Peshawar,PK,PK,34.00800,71.57849
25140,Tehkal Bala,PK,PK,34.01150,71.50730
25150,Tehkal Payan,PK,PK,34.01240,71.52190
25160,Peshawar,PK,PK,34.00800,71.57849
25210,Peshawar,PK,PK,34.00800,71.57849
25220,Landi Arbab,PK,PK,33.98050,71.54900
25230,Sar Band,PK,PK,35.09380,72.57550
26000,Kohat,PK,PK,33.58196,71.44929
26010,Togh Bala,PK,PK,33.55520,71.50120
26014,Sher Kot,PK,PK,35.44650,73.28010
26020,Kohat,PK,PK,33.58196,71.44929
26030,Kohat,PK,PK,33.58196,71.44929
26050,Kohat,PK,PK,33.58196,71.44929
26054,Kohat,PK,PK,33.58196,71.44929
26060,Habib Abad,PK,PK,35.21400,72.54330
26064,Kohat,PK,PK,33.58196,71.44929
26070,Kohat,PK,PK,33.58196,71.44929
26080,Kohat,PK,PK,33.58196,71.44929
26090,Kohat,PK,PK,33.58196,71.44929
26120,Seni Gumbat,PK,PK,33.49400,71.67520
26160,Nasrat Khel,PK,PK,33.59600,71.33840
26180,Hangu,PK,PK,33.53198,71.05950
26190,Hangu,PK,PK,33.53198,71.05950
26196,Raisan,PK,PK,33.57320,71.19130
26200,Togh Sarai,PK,PK,33.44420,70.97550
26220,Kahi,PK,PK,33.47520,70.86120
26230,Naryab,PK,PK,33.48330,70.78140
26240,Doaba,PK,PK,33.42450,70.73676
26250,Sarozai,PK,PK,33.42430,70.78380
26280,Alizai,PK,PK,33.53610,70.34610
26290,Sadda,PK,PK,33.70590,70.32880
26300,Parachinar,PK,PK,33.89970,70.10010
26350,Surgul,PK,PK,33.51000,71.38420
26352,Gada Khel,PK,PK,33.47230,71.40570
26360,Lachi,PK,PK,33.38291,71.33733
26380,Shakar Dara,PK,PK,33.79210,70.31750
26390,Teri,PK,PK,33.29450,71.10210
26400,Banda Daud Shah,PK,PK,33.27240,71.18210
27100,Mitha Khel,PK,PK,33.01630,70.90320
27200,Karak,PK,PK,33.11633,71.09354
27400,Thatti Nasrati,PK,PK,33.00490,71.08380
27410,Bahadur Khel,PK,PK,33.18190,70.95540
27500,Inzar Banda,PK,PK,33.22530,71.15980
27600,Land Kamar,PK,PK,33.73670,70.68010
27810,Warana,PK,PK,33.28050,70.53540
28030,Nizam Bazar,PK,PK,33.00470,70.64060
28050,Miryan,PK,PK,32.98150,70.91990
28100,Bannu,PK,PK,32.98527,70.60403
28108,Hussainabad,PK,PK,34.15660,71.72640
28142,Baka Khel,PK,PK,32.97260,70.50170
28170,Mir Ali,PK,PK,33.17440,70.36920
28210,Boya,PK,PK,32.96060,69.91810
28220,Data Khel,PK,PK,33.15090,70.43220
28270,Razmak,PK,PK,32.68930,69.83430
28310,Bharat,PK,PK,32.89030,70.63690
28322,Takhti Khel,PK,PK,32.80460,70.64780
28334,Bannu,PK,PK,32.98527,70.60403
28350,Sarai Naurang,PK,PK,32.82581,70.78107
28352,Sarai Naurang,PK,PK,32.82581,70.78107
28354,Sultanabad,PK,PK,32.83140,70.76350
28370,Sarai Gambila,PK,PK,32.69260,70.78190
28380,Tajori,PK,PK,32.62620,70.58220
28420,Lakki,PK,PK,32.60724,70.91234
28424,Isa Khel,PK,PK,32.88220,70.91680
28426,Shahbaz Khel,PK,PK,32.40860,70.74610
28440,Abba Khel,PK,PK,32.56430,70.82660
28450,Ghazni Khel,PK,PK,32.55790,70.74060
28480,Bakka Khel,PK,PK,32.97260,70.50170
28490,Chak,PK,PK,27.85838,68.83378
28500,Lakki,PK,PK,32.60724,70.91234
28510,Lakki,PK,PK,32.60724,70.91234
28530,Dalu Khel,PK,PK,32.60330,70.86070
29000,Paniala,PK,PK,32.24390,70.88390
29010,Wanda Khan Muhammad,PK,PK,32.31460,70.97610
29012,Rehmani Khel,PK,PK,32.38160,71.12310
29020,Yarik,PK,PK,32.10430,70.78920
29050,Dera Ismail Khan,PK,PK,31.83129,70.90170
29080,Muryali,PK,PK,31.80780,70.89610
29160,Paharpur,PK,PK,32.10502,70.97055
29162,Band Kurai,PK,PK,32.04090,70.90340
29170,Bilot,PK,PK,32.25700,71.16120
29180,Kirri Khaisor,PK,PK,32.32970,71.19740
29210,Kot Jai,PK,PK,32.17040,71.09320
29230,Paroa,PK,PK,31.55730,70.76010
29232,Ramak,PK,PK,31.35190,70.68760
29240,Kiri Shamozai,PK,PK,31.40730,70.48620
29310,Daraban,PK,PK,31.73250,70.33720
29330,Choudhwan,PK,PK,31.59780,70.35680
29340,Darazinda,PK,PK,33.24570,70.50370
29350,Kulachi,PK,PK,31.93058,70.45959
29380,Takwara,PK,PK,32.14380,70.62740
29400,Tank,PK,PK,32.21707,70.38315
29410,Gomal Bazar,PK,PK,32.11510,70.15820
29420,Gul Imam,PK,PK,32.25940,70.53180
29430,Pai,PK,PK,32.35500,70.55670
29432,Ama Khel,PK,PK,32.38280,70.52330
29440,Mullazai,PK,PK,32.41330,70.46590
29460,Manzai,PK,PK,32.57110,69.78520
29470,Jandola,PK,PK,32.33550,70.11920
29490,Ladha,PK,PK,32.56070,69.84160
29510,Sarwakai,PK,PK,34.01090,71.05410
29540,Wana,PK,PK,32.29890,69.57250
30000,Bhakkar,PK,PK,31.62685,71.06471
30004,Chak,PK,PK,27.85838,68.83378
30010,Sial,PK,PK,31.91110,72.30210
30030,Haiderabad (Bhakkar),PK,PK,31.65700,71.42120
30040,Behal,PK,PK,31.41330,71.00640
30050,Chak,PK,PK,27.85838,68.83378
30052,Chak,PK,PK,27.85838,68.83378
30060,Mankera,PK,PK,31.38771,71.44047
30100,Darya Khan,PK,PK,31.78447,71.10197
30110,Dullewala,PK,PK,31.83439,71.43639
30120,Panj Girain,PK,PK,31.56100,72.38580
30140,Kallur Kot,PK,PK,32.15510,71.26630
30160,Rodi,PK,PK,31.58820,71.50170
31000,Chak,PK,PK,27.85838,68.83378
31050,Fateh Pur,PK,PK,28.14940,67.95210
31100,Karor,PK,PK,31.22460,70.95153
31150,Shah Pur,PK,PK,29.91320,71.35300
31200,Layyah,PK,PK,30.96128,70.93904
31250,Chak,PK,PK,27.85838,68.83378
31300,Layyah,PK,PK,30.96128,70.93904
31350,Ladhana,PK,PK,30.86110,71.07460
31400,Chak,PK,PK,27.85838,68.83378
31600,Juman Shah,PK,PK,27.35980,68.39550
31650,Kot Sultan,PK,PK,30.77370,70.93125
32010,Vehoa,PK,PK,31.12830,70.50740
32020,Nutkani,PK,PK,30.59240,70.89160
32030,Tibbi Qaisrani,PK,PK,31.00420,70.67820
32040,Retra,PK,PK,30.92960,70.70130
32100,Taunsa,PK,PK,30.70358,70.65054
32110,Basti Buzdar,PK,PK,30.77020,70.54190
32120,Mangrotha,PK,PK,30.71020,70.59150
32124,Barthi,PK,PK,30.57070,70.37200
32130,Kot Qaisrani,PK,PK,30.79350,70.55110
32140,Sokar,PK,PK,30.65420,70.60850
32150,Shadan Lund,PK,PK,30.47040,70.72970
32200,Dera Ghazi Khan,PK,PK,30.04587,70.64029
32230,Samina,PK,PK,30.00130,70.76060
32300,Sakhi Sarwar,PK,PK,29.98030,70.30610
32350,Kot Chutta,PK,PK,29.88630,70.64940
32380,Choti,PK,PK,29.84250,70.49190
32400,Mana,PK,PK,29.80180,70.62030
32410,Basti Malana,PK,PK,29.86580,70.64070
32420,Jalbani,PK,PK,29.84320,70.69460
32430,Jhoke Utra,PK,PK,29.84340,70.72570
